Time, Mercury, amilCP, Total
8.799997, 400, 0, 1999
8.899998, 382, 0, 1999
8.999998, 370, 0, 1999
9.099998, 254, 0, 1999
9.199999, 248, 0, 1999
9.299999, 79, 0, 1999
9.400000, 70, 0, 1999
9.500000, 0, 0, 1999
9.600000, 0, 0, 1999
9.700001, 0, 0, 1999
9.800001, 0, 0, 1999
9.900002, 0, 0, 1999
10.000002, 0, 0, 1999
10.100002, 0, 0, 1999
10.200003, 34, 0, 1999
10.300003, 141, 0, 1999
10.400003, 126, 0, 1999
10.500004, 110, 0, 1999
10.600004, 99, 0, 1999
10.700005, 82, 0, 1999
10.800005, 60, 0, 1999
10.900005, 51, 0, 1999
11.000006, 34, 0, 1999
11.100006, 18, 0, 1999
11.200006, 10, 0, 1999
11.300007, 11, 0, 1999
11.400007, 2, 0, 1999
11.500008, 2, 0, 1999
11.600008, 0, 0, 1999
11.700008, 0, 0, 1999
11.800009, 0, 0, 1999
11.900009, 0, 0, 1999
12.000010, 0, 0, 1999
12.100010, 0, 0, 1999
12.200010, 1, 0, 1999
12.300011, 9, 0, 1999
12.400011, 7, 0, 1999
12.500011, 8, 0, 1999
12.600012, 8, 0, 1999
12.700012, 9, 0, 1999
12.800013, 7, 0, 1999
12.900013, 7, 0, 1999
13.000013, 7, 0, 1999
13.100014, 6, 0, 1999
13.200014, 8, 0, 1999
13.300014, 2, 0, 1999
13.400015, 2, 0, 1999
13.500015, 1, 0, 1999
13.600016, 1, 0, 1999
13.700016, 0, 0, 1999
13.800016, 0, 0, 1999
13.900017, 0, 0, 1999
14.000017, 0, 0, 1999
14.100018, 0, 0, 1999
14.200018, 1, 0, 1999
14.300018, 5, 0, 1999
14.400019, 6, 0, 1999
14.500019, 7, 0, 1999
14.600019, 6, 0, 1999
14.700020, 7, 0, 1999
14.800020, 6, 0, 1999
14.900021, 6, 0, 1999
15.000021, 6, 0, 1999
15.100021, 6, 0, 1999
15.200022, 6, 0, 1999
15.300022, 6, 0, 1999
15.400023, 6, 0, 1999
15.500023, 3, 0, 1999
15.600023, 1, 0, 1999
15.700024, 1, 0, 1999
15.800024, 0, 0, 1999
15.900024, 0, 0, 1999
16.000025, 0, 0, 1999
16.100025, 0, 0, 1999
16.200026, 1, 0, 1999
16.300026, 6, 0, 1999
16.400026, 6, 0, 1999
16.500027, 6, 0, 1999
16.600027, 6, 0, 1999
16.700027, 8, 0, 1999
16.800028, 8, 0, 1999
16.900028, 7, 0, 1999
17.000029, 6, 0, 1999
17.100029, 6, 0, 1999
17.200029, 6, 0, 1999
17.300030, 6, 0, 1999
17.400030, 6, 0, 1999
17.500031, 6, 0, 1999
17.600031, 3, 0, 1999
17.700031, 1, 0, 1999
17.800032, 1, 0, 1999
17.900032, 0, 0, 1999
18.000032, 0, 0, 1999
18.100033, 0, 0, 1999
18.200033, 1, 0, 1999
18.300034, 5, 0, 1999
18.400034, 5, 0, 1999
18.500034, 5, 0, 1999
18.600035, 6, 0, 1999
18.700035, 6, 0, 1999
18.800035, 6, 0, 1999
18.900036, 6, 0, 1999
19.000036, 6, 0, 1999
19.100037, 6, 0, 1999
19.200037, 5, 0, 1999
19.300037, 5, 0, 1999
19.400038, 5, 0, 1999
19.500038, 5, 0, 1999
19.600039, 5, 0, 1999
19.700039, 3, 0, 1999
19.800039, 1, 0, 1999
19.900040, 1, 0, 1999
20.000040, 0, 0, 1999
20.100040, 0, 0, 1999
20.200041, 1, 0, 1999
20.300041, 5, 0, 1999
20.400042, 5, 0, 1999
20.500042, 5, 0, 1999
20.600042, 6, 0, 1999
20.700043, 6, 0, 1999
20.800043, 6, 0, 1999
20.900043, 6, 0, 1999
21.000044, 6, 0, 1999
21.100044, 6, 0, 1999
21.200045, 6, 0, 1999
21.300045, 5, 0, 1999
21.400045, 5, 0, 1999
21.500046, 5, 0, 1999
21.600046, 5, 0, 1999
21.700047, 3, 0, 1999
21.800047, 3, 0, 1999
21.900047, 1, 0, 1999
22.000048, 1, 0, 1999
22.100048, 0, 0, 1999
22.200048, 1, 0, 1999
22.300049, 5, 0, 1999
22.400049, 5, 0, 1999
22.500050, 5, 0, 1999
22.600050, 5, 0, 1999
22.700050, 5, 0, 1999
22.800051, 5, 0, 1999
22.900051, 5, 0, 1999
23.000051, 5, 0, 1999
23.100052, 5, 0, 1999
23.200052, 5, 0, 1999
23.300053, 5, 0, 1999
23.400053, 5, 0, 1999
23.500053, 5, 0, 1999
23.600054, 5, 0, 1999
23.700054, 5, 0, 1999
23.800055, 3, 0, 1999
23.900055, 3, 0, 1999
24.000055, 1, 0, 1999
24.100056, 1, 0, 1999
24.200056, 1, 0, 1999
24.300056, 5, 0, 1999
24.400057, 5, 0, 1999
24.500057, 5, 0, 1999
24.600058, 5, 0, 1999
24.700058, 8, 0, 1999
24.800058, 8, 0, 1999
24.900059, 8, 0, 1999
25.000059, 8, 0, 1999
25.100060, 8, 0, 1999
25.200060, 5, 0, 1999
25.300060, 5, 0, 1999
25.400061, 5, 0, 1999
25.500061, 5, 0, 1999
25.600061, 5, 0, 1999
25.700062, 5, 0, 1999
25.800062, 5, 0, 1999
25.900063, 3, 0, 1999
26.000063, 3, 0, 1999
26.100063, 1, 0, 1999
26.200064, 1, 0, 1999
26.300064, 5, 0, 1999
26.400064, 5, 0, 1999
26.500065, 5, 0, 1999
26.600065, 7, 0, 1999
26.700066, 7, 0, 1999
26.800066, 7, 0, 1999
26.900066, 7, 0, 1999
27.000067, 7, 0, 1999
27.100067, 7, 0, 1999
27.200068, 7, 0, 1999
27.300068, 5, 0, 1999
27.400068, 5, 0, 1999
27.500069, 5, 0, 1999
27.600069, 4, 1, 1999
27.700069, 4, 1, 1999
27.800070, 4, 1, 1999
27.900070, 4, 1, 1999
28.000071, 2, 1, 1999
28.100071, 2, 1, 1999
28.200071, 1, 1, 1999
28.300072, 4, 1, 1999
28.400072, 4, 1, 1999
28.500072, 5, 1, 1999
28.600073, 7, 1, 1999
28.700073, 7, 1, 1999
28.800074, 7, 1, 1999
28.900074, 7, 1, 1999
29.000074, 7, 1, 1999
29.100075, 7, 1, 1999
29.200075, 7, 1, 1999
29.300076, 7, 1, 1999
29.400076, 5, 1, 1999
29.500076, 5, 1, 1999
29.600077, 5, 1, 1999
29.700077, 4, 2, 1999
29.800077, 4, 2, 1999
29.900078, 4, 2, 1999
30.000078, 4, 2, 1999
30.100079, 2, 2, 1999
30.200079, 2, 2, 1999
30.300079, 4, 2, 1999
30.400080, 4, 2, 1999
30.500080, 5, 2, 1999
30.600080, 7, 2, 1999
30.700081, 7, 2, 1999
30.800081, 7, 2, 1999
30.900082, 7, 2, 1999
31.000082, 7, 2, 1999
31.100082, 7, 2, 1999
31.200083, 7, 2, 1999
31.300083, 7, 2, 1999
31.400084, 7, 2, 1999
31.500084, 5, 2, 1999
31.600084, 5, 2, 1999
31.700085, 5, 2, 1999
31.800085, 4, 2, 1999
31.900085, 4, 2, 1999
32.000084, 4, 2, 1999
32.100082, 4, 2, 1999
32.200081, 2, 2, 1999
32.300079, 4, 2, 1999
32.400078, 5, 2, 1999
32.500076, 7, 2, 1999
32.600075, 7, 2, 1999
32.700073, 7, 2, 1999
32.800072, 7, 2, 1999
32.900070, 7, 2, 1999
33.000069, 7, 2, 1999
33.100067, 7, 2, 1999
33.200066, 7, 2, 1999
33.300064, 7, 2, 1999
33.400063, 7, 2, 1999
33.500061, 7, 2, 1999
33.600060, 5, 2, 1999
33.700058, 5, 2, 1999
33.800056, 5, 2, 1999
33.900055, 4, 2, 1999
34.000053, 4, 2, 1999
34.100052, 4, 2, 1999
34.200050, 2, 2, 1999
34.300049, 4, 2, 1999
34.400047, 5, 2, 1999
34.500046, 7, 2, 1999
34.600044, 7, 2, 1999
34.700043, 7, 2, 1999
34.800041, 7, 2, 1999
34.900040, 7, 3, 1999
35.000038, 7, 3, 1999
35.100037, 7, 3, 1999
35.200035, 7, 3, 1999
35.300034, 7, 3, 1999
35.400032, 7, 3, 1999
35.500031, 7, 3, 1999
35.600029, 7, 3, 1999
35.700027, 5, 3, 1999
35.800026, 5, 3, 1999
35.900024, 4, 3, 1999
36.000023, 4, 3, 1999
36.100021, 4, 3, 1999
36.200020, 4, 3, 1999
36.300018, 4, 3, 1999
36.400017, 5, 3, 1999
36.500015, 7, 3, 1999
36.600014, 7, 3, 1999
36.700012, 7, 3, 1999
36.800011, 7, 3, 1999
36.900009, 7, 3, 1999
37.000008, 7, 3, 1999
37.100006, 7, 3, 1999
37.200005, 7, 3, 1999
37.300003, 7, 3, 1999
37.400002, 7, 3, 1999
37.500000, 7, 3, 1999
37.599998, 7, 3, 1999
37.699997, 7, 3, 1999
37.799995, 5, 3, 1999
37.899994, 5, 3, 1999
37.999992, 4, 3, 1999
38.099991, 4, 3, 1999
38.199989, 4, 3, 1999
38.299988, 4, 3, 1999
38.399986, 5, 3, 1999
38.499985, 7, 3, 1999
38.599983, 7, 3, 1999
38.699982, 7, 3, 1999
38.799980, 7, 3, 1999
38.899979, 7, 3, 1999
38.999977, 7, 3, 1999
39.099976, 7, 3, 1999
39.199974, 7, 3, 1999
39.299973, 7, 3, 1999
39.399971, 7, 3, 1999
39.499969, 7, 3, 1999
39.599968, 7, 3, 1999
39.699966, 7, 4, 1999
39.799965, 7, 4, 1999
39.899963, 4, 4, 1999
39.999962, 4, 4, 1999
40.099960, 3, 5, 1999
40.199959, 3, 5, 1999
40.299957, 3, 5, 1999
40.399956, 4, 5, 1999
40.499954, 7, 5, 1999
40.599953, 7, 5, 1999
40.699951, 7, 5, 1999
40.799950, 7, 5, 1999
40.899948, 7, 5, 1999
40.999947, 7, 5, 1999
41.099945, 7, 5, 1999
41.199944, 7, 5, 1999
41.299942, 7, 5, 1999
41.399940, 7, 5, 1999
41.499939, 7, 5, 1999
41.599937, 7, 5, 1999
41.699936, 7, 5, 1999
41.799934, 7, 5, 1999
41.899933, 4, 4, 1999
41.999931, 4, 4, 1999
42.099930, 3, 4, 1999
42.199928, 3, 4, 1999
42.299927, 3, 4, 1999
42.399925, 7, 4, 1999
42.499924, 7, 4, 1999
42.599922, 7, 4, 1999
42.699921, 7, 4, 1999
42.799919, 8, 4, 1999
42.899918, 8, 4, 1999
42.999916, 8, 4, 1999
43.099915, 8, 4, 1999
43.199913, 8, 4, 1999
43.299911, 8, 4, 1999
43.399910, 8, 4, 1999
43.499908, 8, 4, 1999
43.599907, 8, 4, 1999
43.699905, 8, 4, 1999
43.799904, 8, 4, 1999
43.899902, 8, 4, 1999
43.999901, 4, 4, 1999
44.099899, 4, 4, 1999
44.199898, 3, 4, 1999
44.299896, 3, 4, 1999
44.399895, 8, 4, 1999
44.499893, 8, 4, 1999
44.599892, 8, 4, 1999
44.699890, 8, 4, 1999
44.799889, 8, 4, 1999
44.899887, 8, 4, 1999
44.999886, 8, 4, 1999
45.099884, 8, 4, 1999
45.199883, 8, 4, 1999
45.299881, 8, 4, 1999
45.399879, 8, 4, 1999
45.499878, 8, 4, 1999
45.599876, 8, 4, 1999
45.699875, 8, 4, 1999
45.799873, 8, 4, 1999
45.899872, 8, 4, 1999
45.999870, 8, 4, 1999
46.099869, 4, 4, 1999
46.199867, 4, 4, 1999
46.299866, 3, 4, 1999
46.399864, 8, 4, 1999
46.499863, 8, 4, 1999
46.599861, 8, 4, 1999
46.699860, 8, 4, 1999
46.799858, 8, 4, 1999
46.899857, 7, 4, 1999
46.999855, 7, 4, 1999
47.099854, 7, 4, 1999
47.199852, 7, 4, 1999
47.299850, 7, 4, 1999
47.399849, 7, 4, 1999
47.499847, 7, 4, 1999
47.599846, 7, 4, 1999
47.699844, 7, 4, 1999
47.799843, 7, 4, 1999
47.899841, 7, 4, 1999
